,title,link,description,long_description,id,keyword_set
417,farmer association karnataka,https://vijaykarnataka.com/news/shivamogga/karnataka-bandh-from-farmer-association/articleshow/73073992.cms,shimoga rural karnataka bandh held india farmers conflict coordination committee january demanding fulfillment many demands farmers india farmers conflict organization includes farmer associations,shimoga rural karnataka bandh held india farmers conflict coordination committee jica june demanding meet demands farmers india farmers conflict organization includes farmer associations,3080 ,"['farmer association', 'rural karnataka bandh', 'many demands', 'january 8']"
418,china approves home grown vaccines offering alternative global drugmakers products,https://economictimes.indiatimes.com/news/international/world-news/china-approves-home-grown-vaccines-offering-alternative-to-global-drugmakers-products/articleshow/73074389.cms,china approves home grown vaccines offering alternative global drugmakers products flipboard china approves home grown vaccines offering alternative global drugmakers products pfizers prevn,china approves home grown vaccines offering alternative global drugmakers products flipboard china approves home grown vaccines offering alternative global drugmakers products pfizers prevnar approved china pneumococcal valent conjugate vaccine available around world walvaxs product notice said walvaxs pneumococcal valent conjugate vaccine mainly used immunize children six weeks five years age invasive disease caused types bacteria reuters," Jan 02, 2020, 09.06 PM IST 0Comments Agencies A total of 27 cases of viral pneumonia in the central city of Wuhan were discovered and investigated by Chinese health authorities, local health commission said on Tuesday. BEIJING: China has approved a pneumonia vaccine developed by Chinese drugmaker Walvax Biotechnology's unit, its National Medical Products Administration said in a notice on Tuesday, offering an alternative to one of Pfizer 's best-selling products Prevnar 13. Pfizer's Prevnar 13, which was approved in China in 2016, was the only pneumococcal 13-valent conjugate vaccine available around the world before Walvax's product, the notice said. Walvax's pneumococcal 13-valent conjugate vaccine will be mainly used to immunize children from six weeks through to five years of age from the invasive disease caused by 13 types of bacteria, the notice showed. With more than 15 million newborn babies in 2018, China has huge demand for vaccines targeting pneumonia, which is the major cause of death of children under the age of five, the authority said. A total of 27 cases of viral pneumonia in the central city of Wuhan were discovered and investigated by Chinese health authorities, local health commission said on Tuesday. Cecolin, an HPV vaccine developed by Chinese pharmaceutical firm Innovax, has also notched approval for sales, the administration said in a separate notice issued on the same day. Cecolin will enter the HPV vaccine market shared by Merck's Gardasil vaccines and GlaxoSmithKline 's Cervarix . Read more on""","['china approves home', 'offering alternative', 'grown vaccines', 'global drugmakers', 'china approves home', 'products pfizer', 'prevn ...', 'offering alternative', 'grown vaccines', 'global drugmakers']"
419,mehbooba muftis daughter detained kashmir read full news,https://www.newspointapp.com/punjabi-news/publisher-rozanaspokesman-punjabi/top-news/articleshow/14504820321d7c0d1280f358dbc252d7c4bee3b2,srinagar daughter former jammu kashmir chief minister mehbooba mufti way meet taken custody held house arrest iltija mufti mehbooba mufti,srinagar daughter visiting jammu kashmirs former chief minister mehbooba mufti taken custody kept house iltija mufti mehbooba mufti,4424 ,"['read full news', 'mehbooba mufti', 'daughter detained', 'iltija mufti', 'house arrest', 'former jammu']"
420,guntur professor guntur harassment medical students wanting finally,https://www.newspointapp.com/telugu-news/publisher-telugusamayam/top-news/articleshow/1450482029bbbaa53248c3955224ca493511d8a5,keynote professor tainted sacred medical profession abused medical students wanting threatened see would pass soon,keynote professor tainted sacred medical profession abused medical students wanting threatened see would pass soon,855 ,"['wanting ..', 'medical students', 'guntur professor', 'guntur ..', 'finally ..!', 'sacred medical profession', 'abused medical students', 'would pass', 'soon ...', 'keynote professor']"
421,sa vs eng cape town test sick england try equalize series,https://www.newspointapp.com/hindi-news/publisher-nbt/sports/articleshow/14504820687440118d7ca653041ae87ed7ac48b7,ever since cape town reached south africa england test series many players troubled fever first test face lot defeat second test eyes par,ever since cape town reached south africa england test series many players troubled fever first test face lot defeat second test eyes par,211 ,"['england test series', 'second test', 'first test', 'par ...']"
422,appear masturbation scene kiara bold answered,https://kannada.asianetnews.com/entertainment/kiara-advani-talks-about-her-masturbation-scene-in-lust-stories-q3hr3b,bollywood beauty kiara advani hit success good news cinema spoke masturbation scene lust stories first time watching masturbation woman,bollywood beauty kiara tadwani hit success good news cinema spoke masturbation scene lust stories first time masturbation scene woman,3687 ,"['kiara bold answered', 'masturbation scene', 'good news cinema', 'woman ...', 'watching masturbation', 'masturbation scene', 'lust stories', 'first time']"
423,darshana rajendran past decade become easier actors get opportunities,https://timesofindia.indiatimes.com/entertainment/malayalam/movies/news/darshana-rajendran-in-the-past-decade-it-has-become-easier-for-actors-to-get-opportunities/articleshow/73069267.cms,cast pivotal roles early films hridayam pennum cherukkanum,cast pivotal roles upcoming films hridayam pennum cherukkanum,4077 ,"['past decade', 'get opportunities', 'darshana rajendran', 'become easier', 'pivotal roles', 'pennum cherukkanum', 'early films']"
424,englands burns injures archer skips training,https://www.newspointapp.com/english-news/publisher-sify/top-news/englands-burns-injures-himself-archer-skips-training/articleshow/14504820f971cca91381539f071822560b98bff1,cape town jan ians england opener rory burns limped practice thursday eve second test south africa jofra archer also train adding team mana,cape town jan ians england opener rory burns limped practice thursday eve second test south africa jofra archer also train adding team managements headache burns englands top scorer first test injured left ankle playing football match taken scan archer also train soreness right elbow also scan according bbc report pacer mark wood yet return,4078 ,"['archer skips training', 'burns injures', 'team mana ...', 'jofra archer also', 'south africa', 'second test', 'jan 2', 'cape town']"
425,austrias new government sets goal carbon neutral,https://www.dw.com/en/austria-s-new-government-sets-goal-to-be-carbon-neutral-by-2040/a-51870072?maca=en-VAS_RSS_NewsPoint_Eng-27633-xml-atom,tackling climate change priority austrias first coalition conservatives greens unlikely couple unveiled coalition deal also includes tougher,tackling climate change priority austrias first coalition conservatives greens unlikely couple unveiled coalition deal also includes tougher immigration policies weeks negotiations sebastian kurz leader conservative austrian peoples party vp greens head werner kogler presented coalition deal thursday although greens managed secure major policies combat climate change kurz also pushed hardline immigration policies might sit well greens supporters whats coalition deal greens head four ministries including taking environment justice portfolios kurzs party hold onto rest ministries including interior defense finance ministries austria seek carbon neutral put price co emissions austrias electricity produced renewable energy sources flying become expensive bid make taking train attractive despite tax cuts coalition also plans new debt new immigration strategy including reviving controversial plans preventative custody asylum seekers deemed potentially dangerous agreement includes plans expand headscarf ban girls include years old best worlds kurz hailed deal good compromise would allow parties deliver core campaign promises deliberately brought together best worlds possible greens keep central election promises us kurz said joint press conference kogler said plans would make austria role model europe climate protection represents reconciliation ecology economy admitted hardline immigration policies particularly headscarf ban likely come surprise supporters multicultural greens unusual kogler said response question greens signing plans headscarf ban defended preventative custody plans however saying would used isolated cases germany watching closely coalition first austria watched closely germany union chancellor angela merkels conservatives center left social democrats strained numerous electoral losses greens rising opinion polls support currently sitting making attractive potential coalition partner merkels conservatives current governing coalition collapse german greens co leader robert habeck welcomed coalition austria said doesnt necessarily mean would translate well germanys political scene said party conservatives germany differ greatly key policy areas historic coalition scandal new coalition comes coalition kurzs vp far right freedom party fp collapsed last may corruption scandal triggering elections september called ibiza gate scandal involved former vice chancellor ex fp head heinz christian strache seen video offering favors fake russian investor happens next deal still needs approved greens party congress saturday although deal expected approved puts kurz back track become prime minister resume title worlds youngest leader rs ap afp dpa reuters every evening dw sends selection days news features sign,3081 ,"['carbon neutral', 'tackling climate change', 'also includes tougher', 'coalition deal —', 'first coalition', 'unlikely couple']"
426,whos gulf malayalees directory gulf malayalees,https://www.newspointapp.com/malayalam-news/publisher-asianetnews-malayalam/top-news/articleshow/14504820dc80069602dbfb2ece8ba492edbffdac,thiruvananthapuram directory gulf malayalees whos gulf malayalees minister ep jayarajan released whos gulf malayalees ecl,thiruvananthapuram directory gulf malayalees whos gulf malayalees minister ep jayarajan released whos gulf malayalees ecl,6338 ,"[""gulf malayalees ';"", 'gulf malayalees', ""gulf malayalees '."", 'gulf malayalees', 'ecl ...']"
427,hafiz saeed tightened grip terror funding case,https://www.newspointapp.com/hindi-news/publisher-nbt/top-news/articleshow/14504820bac19ef14f7e24b89f18acb110c7c527,terror funding case tightened lahore mumbai attack mastermind hafiz saeed close aide zafar iqbal today witnesses recorded statements court pakistan hafiz,terror funding case tightened lahore mumbai attack mastermind hafiz saeed close aide zafar iqbal today witnesses recorded statements court pakistan hafiz,2494 ,"['terror funding case', 'terror funding case', 'hafiz ...']"
428,video intimate moments lover leaked online sentence young man upheld lower court,https://eisamay.indiatimes.com/west-bengal-news/others/lover-sex-video-uploaded-to-pornsite-the-youth-faces-five-years-in-prison/articleshow/73077002.cms,others lover sex video uploaded pornsite youth faces five years prison video intimate moments lover leaked online,others lover sex video uploaded pornsite youth faces five years prison video close moment lover leaked online lower court sentenced youth years lower court,4822 ,"['lover leaked online', 'young man', 'lower court', 'intimate moments', 'leaked online', 'intimate moments']"
429,balianta one arrested connection riots,https://www.newspointapp.com/odia-news/publisher-sambad-odia/top-news/articleshow/14504820c8fa99dbfe4c5811ec6a0f0ddedc435f,balianta police balkati today arrested man took court connection riot musan parida ranganisahi sahu resident mahal sahib lodged complaint musun police information,,6533 ,"['one arrested', 'police information ...', 'balkati today arrested', 'musan parida', 'mahal sahib']"
430,notice home attic,https://vijaykarnataka.indiatimes.com/news/uttara-kannada/notice-at-home-in-the-attic/articleshow/73071531.cms,karachi police stopped driver attic road district police department release notice motorists,karachi police stopped driver attic road district police department release notice motorists,2495 ,"['district police department', 'release notice']"
431,bhumi pujan inauguration,https://www.newspointapp.com/marathi-news/publisher-mt/regional/articleshow/1450482067be1a977e8683e6ab54be830770476b,shahs pinch congress inauguration nfsc mt special representative nagpur,shahs tweet congress inauguration nfsc mla special representative nagpur congress term plan prepared one government land bhoom pujan third fourth government came,5363 ,['bhumi pujan']
432,follow rules,https://maharashtratimes.indiatimes.com/citizen-reporter/ahmednagar-local-news/rules-should-be-followed/articleshow/73077300.cms,,,5969 ,[]
433,waste water due bursting aqueduct,https://maharashtratimes.indiatimes.com/citizen-reporter/nagpur-local-news/disposal-of-water-due-to-leakage-of-water/articleshow/73077332.cms,,,4823 ,['water due']
434,trapped wildlife smugglers,https://maharashtratimes.indiatimes.com/maharashtra/thane-kokan-news/thane/wildlife-smugglers-hanged/articleshow/73076458.cms,ta nashik veil wildlife smuggling gang thane torn thane forest department four people mumbai hyderabad arrested birds forests,ta correspondent thane forest department busted gang smugglers wildlife thane state four persons arrested mumbai hyderabad birds forest,439 ,"['wildlife smugglers', 'wildlife smuggling gang', 'thane forest department', '7 forests ...', 'four people', '47 birds']"
435,ombudsman office,https://maharashtratimes.indiatimes.com/india-news/the-ombudsman-now-in-his-office/articleshow/73074136.cms,lokpals office shifting five star hotel rented office worth rs lakh privately owned office present office chanakyapuri,new delhi ombudsmans office shifting rented office five star hotel office owned ombudsman currently office chanakyapuri,440 ,"['privately owned office', 'chanakyapuri ...']"
436,daughter mehbooba mufti twitter account iltija mufti arrest,https://vijaykarnataka.com/news/india/mehbooba-muftis-daughter-iltija-mufti-says-detained-by-police-after-trying-to-visit-grave-of-ex-jk-cm-mufti-sayeed/articleshow/73077535.cms,srinagar iltija mufti daughter pdp chief mehbooba mufti runs twitter account arrested srinagar residence wake trying visit grandpas grave,srinagar iltija mufti daughter pdp chief mehbooba mufti runs twitter account arrested srinagar residence wake trying visit grandpas grave,2259 ,"['visit grandpa', 'twitter account', 'srinagar residence', 'iltija mufti', 'grave ...']"
437,know much domestic gas railways increased passenger fares,https://hindi.siasat.com/news/know-how-much-hike-price-gas-and-railway-1166531/,january first day year inflation given blow public price non subsidized domestic gas cylinders train fares increased since today according news published daily news gas,january first day year inflation given blow public price non subsidized domestic gas cylinders train fares increased since today according news published daily news gas,1673 ,"['much domestic gas', 'increased since today', 'year 2020', 'train fares', 'news published', 'january 1', 'gas ...', 'first day', 'daily news']"
438,floriculture flourished southern part khed,https://www.dainikprabhat.com/flowers-grow-in-the-south-of-the-village/,chimbali seems covered yellow flowers nature due pink cold last two three days flower cultivation farmers southern part khed taluka flourished,due coldness roses past two three days due coldness flower flowers taken farmers southern part khed taluka blossomed,3688 ,"['southern part', 'floriculture flourished', 'yellow flowers', 'three days', 'southern part', 'pink cold', 'last two', 'khed taluka', 'flower cultivation', 'chimbali seems']"
439,shimla mirch movie review rajkummar rao hema malini rakul preet singh starrer swiftly escalates headache,https://www.newspointapp.com/english-news/publisher-bangalore-mirror/entertainment/shimla-mirch-movie-review-rajkummar-rao-hema-malini-rakul-preet-singh-starrer-swiftly-escalates-headache/articleshow/1450482044db386e6dfc8bbb015552f4fd15c13c,based french comedy beautiful lies romcom swiftly escalates headache film lying rack long shows actors evolved appea,based french comedy beautiful lies romcom swiftly escalates headache film lying rack long shows actors evolved appearance craft turns story seem hardly plausible dated treatment gives away fact film recently defrosted stuttering mess avinash rajkummar rao barely spell heart routinely mocked family members one aunt keeps telling,640 ,"['starrer swiftly escalates', 'rakul preet singh', 'rajkummar rao', 'hema malini', 'swiftly escalates', 'appea ...']"
440,number children killed kota increased deaths far,https://navbharattimes.indiatimes.com/video/news/infant-death-toll-in-kota-hospital-rises/videoshow/73078045.cms,death children rajasthans kota ashok gehlot government state facing round opposition opposition bjp targeting state government cm gehlot hand,death children rajasthans kota ashok gehlot government state facing round opposition opposition bjp targeting state government cm gehlot hand,441 ,"['kota increased', 'children killed', '100 deaths', 'ashok gehlot government', 'state government', 'cm gehlot', 'round opposition', 'opposition bjp', '100 children']"
441,india bound protect persecuted minorities pakistan says pm modi,https://www.newspointapp.com/english-news/publisher-eastcoastdaily/top-news/india-bound-protect-persecuted-minorities-from-pakistan-says-pm-modi/articleshow/14504820936cdfe60b0e137e221fdb53f81edc79,prime minister narendra modi said pakistan always persecuted religious minorities responsibility help minorities speaking tumakuru karnataka said pakistan,prime minister narendra modi said pakistan always persecuted religious minorities responsibility help minorities speaking tumakuru karnataka said pakistan formed basis religion religious minorities persecuted mr modi lashed protests citizenship amendment act said protest must pakistan atrocities prime minister distributed krishi karman awards commendation awar,9 ,"['“ india bound', 'protect persecuted minorities', 'pakistan ...']"
442,action yet police kannur controversy signing governors signature special legislative session showing reservation issue scheduled tribes without mentioning citizenship act criminalism history congress deliberate pinarayi govt plans pass resolution governor governor arif mohammed khan say declaration crucial kerala politics gets trouble citizenship amendment law debate,https://www.newspointapp.com/malayalam-news/publisher-marunadanmalayali-malayalam/top-news/articleshow/145048202c840093cac9dcca9fd0aaea727da3d5,thiruvananthapuram left facing public confrontation governor arif mohammed khan challenged resolution passed state legislature citizenship act legislature exercised franchise rights,thiruvananthapuram left verge public confrontation governor arif mohammed khan challenged resolution passed state legislature citizenship act legislature exercised franchise rights,1467 ,"['pinarayi govt plans', 'kerala politics gets', 'reservation issue', 'pass resolution', 'kannur controversy', 'history congress', 'citizenship act', 'action yet', 'franchise rights ...', 'state legislature', 'resolution passed', 'public confrontation', 'legislature exercised', 'citizenship act']"
443,britney spears makes coffee machine,http://kannadadunia.com/entertainment/a-coffee-machine-has-gone-viral-because-it-sounds-like-britney-spears-hit-song-stronger/,logic lot ideas go viral social networks contrasts attract viewers theres coffee machine social network,logic lot ideas go viral social networks contrasts attract viewers coffee machine social network,4824 ,"['coffee machine …!', 'britney spears makes', 'contrasts attract viewers', 'social network ...', 'social networks', 'go viral', 'coffee machine']"
444,steel prices may rise likely uptick auto infra,https://www.newspointapp.com/english-news/publisher-etauto/automobile/steel-prices-may-rise-10-on-likely-uptick-in-auto-infra/articleshow/145048200c0615875af234da75890e165a50f67e,centre decision invest lakh crore infrastructure projects next five years expected buoy steel demand likely deal us china tariffs eas,centre decision invest lakh crore infrastructure projects next five years expected buoy steel demand likely deal us china tariffs ease global trade concerns primary infrastructure alloy new delhi," Mumbai: Domestic prices of steel, of which India is among the three top global producers, are expected to climb 10-12% this year, with the government’s measures to revamp infrastructure and consumption likely reviving demand...""","['likely uptick', 'next five years', 'buoy steel demand', 'likely deal', 'infrastructure projects', 'eas ...', 'centre ’']"
445,dasmesh pita sarbans varia nitish welfare mankind,https://www.newspointapp.com/punjabi-news/publisher-ajitjalandhar-punjabi/top-news/articleshow/14504820505e82cef136409e074edfce209a9b7b,prakash purab celebrated takht sri harmandir ji patna sahib right diwan large attendance sangat surinderpal singh varpal patna sahib january,takht sri harmandir ji celebrated patna sahib parkash prabhu sajay diwan large number attendance surinderpal singh verpal patna sahib january th prakash puraskar sri guru gobind singh ji,442 ,"['prakash purab celebrated', 'right diwan', 'large attendance', 'january 2']"
446,airtel recharge rates,https://www.newspointapp.com/malayalam-news/publisher-mangalam-malayalam/technology/articleshow/14504820c7c420713a2234f653f245a98de9c831,airtel recharge rates revised plan reduced validity rs plan days benefits come plan,airtel recharge rates revised plan reduced validity rs plan days benefits come plan,856 ,"['recharge rates', 'rs 558 plan', 'revised plan', 'plan ...', 'recharge rates', '56 days']"
447,us strike baghdad airport people killed including irans bahubali general firing missiles,https://www.newspointapp.com/hindi-news/publisher-uttamhindu-hindi/world/articleshow/14504820b38991f6c92f18a18e218c1484632e17,baghdad uttam hindu news missile strike us military baghdad airport killed people including irans top commander tensions rise us iran latest attacks,baghdad uttam hindu news missile strike us military baghdad airport killed people including irans top commander tensions rise us iran latest attacks,1674 ,"['8 people killed', 'including iran', 'firing missiles', 'baghdad airport', 'latest attacks ...', 'us military', 'top commander', 'tensions rise', 'missile strike', 'baghdad airport']"
448,jeth welcomed hardik pandyas fiance said something unique,https://hindi.cricketdhamaal.com/2020/01/03/23912/,rounder player hardik pandya indian team recently surprised everyone engagement bollywood actress natasha engagement photos videos two became increasingly viral social media due,indian team rounder player hardik pandya surprised everyone recently getting engaged bollywood actress natasha engagement photos videos two became increasingly viral social media due,5970 ,"['welcomed hardik pandya', 'said something unique', 'bollywood actress natasha', 'social media', 'engagement photos']"
449,sa vs eng injured rory burns south africa tour,https://navbharattimes.indiatimes.com/sports/cricket/cricket-news/burns-out-of-tour-of-south-africa-due-to-injury-while-playing-football/articleshow/73080158.cms,cape town england opener rory burns got engaged playing football due injury players able play rest test series south africa england got second shock,cape town jan afp england opener rory burns able play rest test series south africa due injury sustained playing football england got second shock,3886 ,"['south africa tour', 'sa vs eng', 'injured rory burns', 'second shock …', 'test series', 'south africa', 'playing football']"
450,isl bfc goa fight bangalore,https://www.newspointapp.com/kannada-news/publisher-asianetnews-kannada/top-news/articleshow/14504820a956b1b3c6bb7fb97b77226992e0e6d4,bangalore reuters much awaited match indian super league football th edition take place friday defending champion bangalore fc tops scoring list best fight goa fc,bangalore reuters much awaited match indian super league football th edition held friday defending champion bangalore fc tops scoring list best fight goa fc,2684 ,"['goa fight', 'much awaited match', 'take place', 'scoring list', 'goa fc', 'best fight']"
451,turn cursed,https://www.newspointapp.com/marathi-news/publisher-dainikprabhat-marathi/top-news/articleshow/14504820bca8c1f5c6223c994e3000ba123e29e6,person angry us comes us express displeasure come sit says asks tea asks talks four things resentment,person offended comes us come sit says asks tea thinks talks four things displeasure root,4238 ,"['us comes', 'resentment ...', 'four things']"
452,crore debt background aerindia needs privatization,https://www.newspointapp.com/kannada-news/publisher-asianetnews-kannada/top-news/articleshow/145048205444bef584ef648f30acc4b644fb0dbc,mumbai government choice privatize air india air india worth rs crore loss minister state civil aviation hardeep,mumbai government choice privatize air india air india worth rs crore loss minister state civil aviation hardeep,2496 ,"['aerindia needs privatization', 'privatize air india', 'air india', 'rs 80', '000 crore']"
453,paranjith celebrated new year,https://www.newspointapp.com/tamil-news/publisher-dinaseithigal-tamil/top-news/articleshow/145048208fff2c774a9a605c1a35e6864bfe432b,paranjith director producer tamil cinema traveling cinema make people think first day new year bhimkoregaon january hosur,paranjith director producer tamil cinema traveling cinema make people think first day new year bhimkoregaon january hosur,212 ,"['make people think', 'tamil cinema', 'new year', 'hosur ...', 'first day']"
454,ofb recruitment vacancies released iti non iti aspirants apply,https://www.newspointapp.com/english-news/publisher-catchnews/top-news/ofb-recruitment-2020-6060-vacancies-released-iti-non-iti-aspirants-apply-now/articleshow/14504820349cb313847d0371bc68c81e012cea33,ofb recruitment vacancies released iti non iti aspirants apply ordnance factory board invited application form various posts released iti non iti aspirants,ofb recruitment vacancies released iti non iti aspirants apply ordnance factory board invited application form various posts released iti non iti aspirants official website interested eligible candidates apply vacancies released ofb gov recruitment drive approx vacancies released various posts total vacancies released iti posts non iti online ap,1675 ,"['ofb recruitment 2020', '6060 vacancies released', 'iti aspirants', 'various posts released', 'ordnance factory board', 'ofb recruitment 2020', 'invited application form', '6060 vacancies released', 'iti aspirants']"
455,delhi north corporation plans annual fair small business ramlila maidan,https://www.newspointapp.com/english-news/publisher-toi/City/delhi-north-corporation-plans-annual-fair-small-business-ramlila-maidan/articleshow/145048202fefa3f492408d4b50afaf339c161d70,new delhi north delhi municipal corporation decided organise atal vyapar mela traders fair december january every year ramlila maidan help small mediumsize business,new delhi north delhi municipal corporation decided organise atal vyapar mela traders fair december january every year ramlila maidan help small mediumsize businesses fair named late prime minister atal behari vajpayee feet feet stalls allotted small medium traders dealing garments handloom food industries minimum charges afford put stalls india inter,5002 ,"['small business', 'ramlila maidan', 'traders ’ fair', 'mediumsize business ...', 'ramlila maidan', 'new delhi', 'help small', 'december 25']"
456,patna rjd challenged government present better statistics,https://www.newspointapp.com/hindi-news/publisher-prabhatkhabar-hindi/regional/articleshow/14504820516fed12459e0c24b6d5d3875c18a082,patna rjd instigated poster allegedly pasted income tax jdu poster years rjds reign years nda government compared rule rjd,patna rjd erupted poster allegedly pasted jdu income tax gaelambar poster years rjds reign years nda government compared rule rjd,2260 ,"['present better statistics', 'rjd challenged', 'poster allegedly pasted', 'nda government', 'income tax', '15 years']"
457,suman sharma award ditto resources management general director chitra rajagopal,https://dhinasari.com/india-news/124588-suman-sharma-award-for-ditto-resources-management-general-director-chitra-rajagopal.html,th indian engineering conference held recently telangana capital hyderabad state governor tamil nadu soundararajan indian engineers association president gunaraja among present declared,th indian engineering conference held recently telangana capital hyderabad state governor tamil nadu soundararajan indian engineers association president gunaraja among participated event declared,5561 ,"['suman sharma award', 'ditto resources', 'telangana capital', 'held recently', 'declared ...']"
458,announcements new industrial investment rise economy recovering,https://www.newspointapp.com/bengali-news/publisher-es/business/articleshow/14504820ddfdc308e4966029378d550a35c8bd18,time digital desk gst collection last two months indication car sales domestic market said early signs slowdown economy little hope thursday,time digital desk last two months gst sale cars domestic market indication economy showing signs slowing thursday light hope,3272 ,"['new industrial investment', 'time digital desk', 'last two months', 'thursday ...', 'gst collection', 'early signs', 'domestic market', 'car sales']"
459,hand oncologist bma also joined hands keeping ar book series,http://www.metrovaartha.com/news/43011/new-treatment-for-cancer,correspondence building new instruction international kitchen service provided oncologist institute teaching cooperatives,correction bringing new approach international book practice service provided oncologist institute technology bay meme,6138 ,"['book series', 'teaching cooperatives', 'oncologist institute', 'new instruction', 'international kitchen']"
460,image image offering farmers title nagila yogi,https://vijaykarnataka.indiatimes.com/news/bengaluru-city/chitra-santhe-2020-organised-at-the-karnataka-chitrakala-parishath-on-sunday/articleshow/73074013.cms,dedicated portrait farmers title nagila yogi exhibition works art artists four lakhs expected arrive inauguration chief minister bs yeddyurappa th,dedicated portrait farmers title nagila yogi exhibition works art artists four lakhs expected arrive inauguration chief minister bs yeddyurappa th,5003 ,"['nagila yogi', 'image offering', 'image 2020', 'nagila yogi', 'four lakhs', '300 artists']"
461,expectations love blossoms,https://www.speakingtree.in/article/with-no-expectations-love-blossoms,two travellers survived shipwreck washed ashore lonely island nothing eat nothing protect vagaries weather one listen woes,two travellers survived shipwreck washed ashore lonely island nothing eat nothing protect vagaries weather one listen woes started crying desperation soon realised crying use decided carry life two castaways toiled hard scratch existence thirty years went course built beautiful village help local tribal people befriended married local women children grandchildren whatever learnt student days passed newfound community new generation soon village became quite developed two men commanded respect one made heads village lived like brothers great love grew older began wish could spend last years lives blood relations got separated long back embarked upon voyage unknown route distance five hundred miles discovered city looked prosperous modern amenities shell shocked really close good place travel five hundred miles earlier quite possible could somehow reached country kin would saved us toil struggle difficult time underwent years said bemoaning fate angry angry destiny angry god sitting near river bank started weeping drew attention sage rushed got know story asked follow soon palatial house pointing house owner sage said father wealthiest person state younger various ailments left immobile whereas undertaken arduous voyage uncharted route ripe age big mansion facing house belongs real brother brothers hardly speak families remain estranged nurses grouse parents justice property division worse parents spent last years old age home strangers destiny brought together see live like brothers committed live die together two men come understand ground realities full gratitude asked sage reason unusual conduct humans met strangers expectations nothing started creating hard work source immense satisfaction hand us blessed family friends expectations becomes cause unhappiness estrangement instead something new constructive want created others two men gave plan go back country returned village helped establish disclaimer views expressed authors,4239 ,"['love blossoms', 'washed ashore', 'two travellers', 'lonely island']"
462,us threatens flights pak,https://telugu.samayam.com/latest-news/international-news/us-has-warned-its-airlines-to-exercise-caution-in-pakistan-airspace-due-to-militant-activity/articleshow/73080691.cms,march us federal aviation administration faa issued warnings pakistani aircraft threat terrorists st december,march us federal aviation administration faa issued warnings pakistani aircraft threat terrorists st december,5562 ,"['us threatens flights', 'pak ..', 'pakistani aircraft', 'march 23', 'issued warnings']"
463,food cheetahs cheetahs girl telling life story,https://www.asianetnews.com/woman-life/woman-sleeps-among-the-cheetahs-q3iqx8,twenty one year old kristens friends south africa lions cheetahs wild animals kristen sleeps cheetahs falls asleep reason chris,twenty one year old kristens friends south africa lions cheetahs wild animals kristen sleeps cheetahs falls asleep reason chris,4636 ,"['wild animals', 'south africa', 'old kristen', 'kristen sleeps', 'falls asleep', 'chris ...']"
464,government choose sunil puranik film academy thats real reason,https://vijaykarnataka.com/entertainment/news/karnataka-chalanachitra-academy-president-sunil-puranik-interview/articleshow/73079050.cms,article pk prepared comprehensive blueprint channakrishna plan implement progressively heres conversation choose film academy,article pk prepared comprehensive blueprint plan implement progressively heres conversation choose film academy,641 ,"['real reason', 'film academy', 'film academy', 'comprehensive blueprint']"
465,asha activists protest bangalore today demanding fulfillment many demands,https://kannada.webdunia.com/article/karnataka-news/asha-activists-protest-in-bengaluru-today-120010300026_1.html,bengaluru asha activists today set stage protest bangalores freedom park demanding fulfillment many demands asha activists arrived many districts state morning,bangalore asha activists today held protest bangalores freedom park demanding fulfillment many demands asha activists many districts state arrived morning,5971 ,"['asha activists protest', 'many demands', 'demanding fulfillment', 'bangalore today', 'asha activists arrived', 'morning ...', 'many districts', 'many demands', 'freedom park']"
466,rare letters written savitribai phule jyotiba,http://marathi.webdunia.com/article/bbc-marathi-news/savitribai-phule-letter-to-jyotiba-phule-120010300008_1.html,sandhya nare pawar today savitribai phules birthday know savitribai first teacher start womens education written various letters husband jyotiba phule,sandhya nare pawar today birthday savitribai phule know savitribai first teacher start female education wrote various letters husband jotiba phule,2685 ,"['rare letters written', 'savitribai phule', 'written various letters', 'husband jyotiba phule', 'savitribai phule', 'start women', 'sandhya nare', 'pawar today', 'know savitribai', 'first teacher']"
467,names trinamool mps anti caa posters pfi dont know said murshidabad mp,https://eisamay.indiatimes.com/videos/news/pfi-makes-u-turn-after-tmc-mp-abu-taher-khans-threat/videoshow/73071974.cms,names trinamool mps anti caa posters pfi dont know said murshidabad mp,trinamool mps named pfis anti caa poster dont know said mp murshidabad,443 ,"['trinamool mps', 'caa posters', 'trinamool mps', 'caa posters']"
468,tirupathi latu expensive video,https://www.newspointapp.com/tamil-news/publisher-asianetnews-tamil/top-news/articleshow/14504820bcabadd33ef56d08b611e48cd28eba98,revealed vaikunda ekadasi subsidy offer lattu offerings pilgrims tirupati ezumalayan temple canceled thus devotees longer pay rs,vaikunda ekadasi subsidy lattu offerings offered pilgrims tirupati ezumalayan temple canceled thus devotees longer pay rs,5972 ,"['expensive ... video', 'tirupathi latu', 'vaikunda ekadasi subsidy', 'tirupati ezumalayan temple', 'longer pay rs', 'lattu offerings']"
